id          first_name  last_name   gender      party       party_duration  age         married     children_count  homeowner   employed    created_at                 updated_at                 COUNT(1)  
1810        Emmett      Spinka      male        na          12              29          0           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1811        Clint       Kuhic       female      independen  12              25          0           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1815        Annabelle   Quitzon     male        republican  59              84          0           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
1818        Wade        Greenholt   female      green       68              85          0           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1819        Ilene       Swift       female      republican  6               26          0           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1839        Candelario  Pollich     male        republican  25              90          0           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1841        Agustin     Toy         female      republican  50              80          1           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1842        Amparo      Howe        male        republican  37              63          0           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1843        Buster      Windler     male        republican  3               45          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1844        Adrain      Erdman      female      green       70              89          0           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1845        Terrell     Harris      male        republican  22              85          1           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
1846        Lilliana    Little      male        democrat    25              57          0           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
1849        Ismael      Frami       female      democrat    16              43          0           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
